ORD1WQVQR V B-NP B-NP
LWDCDX V I-NP I-NP
Q , O O
7X D B-NP B-NP
TABZWN70F N I-NP I-NP
M , O O
UL9K R O B-NP
T3SK A B-AP B-AP
Y , O O
GVH9AI2VO V B-MV B-MV
VQHK P O O
QV P O O
PN9JCPZ5Z5YM V B-MV B-MV
5EH V O O
8KAN V B-MV B-MV
M7QD2D33R N B-NP B-NP
UF1 & O O
53 P O O
07JA V B-MV B-MV
RCT ^ O B-NP
V1B5JI ^ B-NP I-NP
IVUPY67 R I-NP O
V2U2 P I-NP O
Z03 N I-NP B-NP
AC G O O
4IB6R V B-NP B-MV

J7UVKZM16VQM N B-NP B-NP
GX5 N O O
NR ~ O O
7MN & O O
U06AQDS N B-NP B-NP
F3 P O O
8LY2KNF A B-NP B-NP
WPB01 N I-NP I-NP

7CEUL N B-NP B-NP
I7FO4F2 N I-NP I-NP
CA G O O
TZOZ44 A B-NP B-NP
2CW6M N B-NP I-NP
5LCNT5 N I-NP I-NP
2QE2NC9YP P O O
VUK1NA N B-NP B-NP
V , O O
HX8XOEGDP N B-NP B-NP
1N3H26MPK N I-NP I-NP

VI4APLKGVKYDH A B-NP B-NP
D8WZMLCPRK N I-NP I-NP
QP5S8 N I-NP I-NP
AE G O O
7 , O O
MEVR V B-MV B-MV
FTX N O B-NP
1S9GH N O I-NP
B , O O
8E4WRB V B-MV B-MV
30LE6Z $ O O

GBPCLGEBH A B-NP B-NP
KT28 N I-NP I-NP
SG G O O
CMNTQ4 A B-NP B-NP
Q15HF3ITSVI N I-NP I-NP
N , O O
TSNZ V B-NP B-MV
YX80 D B-NP B-NP
XC $ I-NP I-NP
CGML N I-NP I-NP
F3K A I-NP I-NP
N2LO4 N I-NP I-NP
J1D V O B-MV
6G5S V O O
J1H6FCA1NNV V B-MV B-MV
0T P O O
3JGWBC6N2 A B-NP B-NP
RVK9 N I-NP I-NP
0IM P O O
4W94Z P O O
JYB $ O B-NP
HAL6J N O I-NP
Q , O O
33Y O B-NP B-NP
N2POOM0LT V B-MV B-MV
2I7J4W2 A B-NP B-NP
JRG69U9S7 A I-NP I-NP
ERUA N I-NP I-NP
C , O O
LFLEV O O B-NP
BL V B-MV B-MV
ME4Y6QT5FBAZ A B-AP B-AP
8 , O O
9UHW R O O
14U O B-NP B-NP
J1AD V B-MV B-MV
PRA D B-NP B-NP
LQWJLISC N I-NP I-NP
EE P O O
RFZE N B-NP B-NP
AOL O B-NP B-NP
E3H V B-MV B-MV
RHXOW0 N B-NP B-NP
D , O O
4RR & O O
RK R B-NP B-NP
7C2F30PI V I-NP I-NP
3 , O O
XS1 O B-NP B-NP
AY V B-MV B-MV
SOI R O O
WKM9EEK0UXC A B-NP B-AP
3 , O O
JQ1 & O O
OJ3RO9 P O O
R7D6Z D B-NP B-NP
SIDIJE5E N I-NP I-NP
ALR D B-NP B-NP
A2UCH8 N I-NP I-NP
9I7 V B-MV B-MV
HJJX A B-AP B-AP
1V8 & O O
N97 D B-NP B-NP
RVB8F N I-NP I-NP
B5 V B-MV B-MV
J5Y6 R B-AP B-AP
YOBY A I-AP I-AP
Q , O O
O7QVS D B-NP B-NP
K8VTNA1R N I-NP I-NP
F7A0IL9 R O O
IQPA A B-AP B-NP
O D B-NP I-NP
R9QQG5 N I-NP I-NP
7V P I-NP O
R64Q N I-NP B-NP
JBM & O O
OZS6 V B-MV B-MV
QC45 P O O
FB D B-NP B-NP
JNF4 N I-NP I-NP
6 , O O
NZV4ZM812 V O B-MV
4FX7 O B-NP B-NP
6IX D B-NP B-NP
G94OVN N I-NP I-NP
NJ4 & O O
GUXBC N B-NP B-NP
B3UZJF V B-MV B-MV
2F P O O
P7MSJE A B-AP B-NP
8 , O O
7KK4Z P O O
595 D B-NP B-NP
R5FH A I-NP I-NP
HZ6U3K N I-NP I-NP
L , O O
YP P O O
QQY D B-NP B-NP
VEV2 A I-NP I-NP
40G O B-NP I-NP
IL3 V O B-MV
D1Z V B-MV B-MV
S6FSO3AWV62N N B-NP B-NP
8 , O O
LV0 & O O
W5OT D B-NP B-NP
E2GL N I-NP I-NP
8P V B-MV B-MV
5GA R O O
OG R O O
PANOQ2 A B-AP B-AP
ND P O O
S3HL O B-NP B-NP
6P25 P O O
VZ2A46AMGR7W ^ B-NP B-NP
M , O O
57O1A ^ B-NP B-NP
9AO6D N I-NP I-NP
1 , O O
76C V B-MV B-MV
Y0I D B-NP B-NP
R4FE6NBW A I-NP I-NP
CD9W N I-NP I-NP
R , O O
C97E V B-MV B-MV
N D B-NP B-NP
58O9 A I-NP I-NP
C2Y N I-NP I-NP
RU P O O
XT $ O O
B , O O
PC5ISO V B-NP B-NP
IM3QD N I-NP I-NP
WXM20I8L N I-NP I-NP
4HD6 N I-NP I-NP
WMF & O O
U D B-NP B-NP
QJLD A I-NP I-NP
FC1 N I-NP I-NP
G , O O
239 D B-NP B-NP
2XSF4ZG3 N I-NP I-NP
TFC V B-MV B-MV
9KTL1F4B6E A B-MV B-AP
2D P O O
B1MLIYQTJE6B A B-NP B-NP
SOGZEM981YI N I-NP I-NP
PHY & O O
Z O B-NP B-NP
SVYHR V O O
UR V B-MV O
MYMG R B-AP B-AP
ZF684FTT A I-AP I-AP
3L P O O
HSE O B-NP B-NP
66CEC V O O
GQ7 V B-MV B-MV
GLZ D B-NP B-NP
1MBX5CONZ R O O
B60 O B-NP B-NP
Z3 V B-MV B-MV
GCW4SNXBI R O B-AP
GJ9H R B-NP I-AP
4U P O O
F D B-NP B-NP
3MJ0X A I-NP I-NP
BF9PASA N I-NP I-NP
5PE & O O
XI5EBIB V B-MV B-MV
KK P O O
4SW D O B-NP
50O2 $ O I-NP
SQ0W ^ B-NP I-NP
81581 $ O O

CUP3 V B-MV B-MV
0G P O O
Z9SZUISN N B-NP B-NP
NW G O O
NHG G B-NP B-NP
U , O O
2N8CB A B-NP B-NP
LVOR88KJ4 A I-NP I-NP
BU30ZQ N I-NP I-NP
3 , O O
WCY6H6JSX0 A B-NP B-NP
IYDASMGJYO N I-NP I-NP

XPPMH0P N B-NP B-NP
1M62351R5A7 N I-NP I-NP
BH P O O
X359DHEYY N B-NP B-NP
FP , O O
7KQ D B-NP B-NP
YJ4NNEH4L N I-NP I-NP
BS P O O
MI $ B-NP B-NP
SIZHR N I-NP I-NP
HZL9LU9VM N I-NP I-NP

IBZD N B-NP B-NP
GB4J N I-NP I-NP
8K G O O
P G B-NP B-NP
DHO A I-NP B-AP
YHS & I-NP O
Z7Q A I-NP B-NP
FZZF9GH N I-NP I-NP
N , O O
6XJ87ES1 A B-NP B-NP
598U9T441F N I-NP I-NP
MRNTG V B-MV B-MV

EVLGMO6FX ^ B-NP B-NP
CWO0SETJ N I-NP I-NP
VC G O O
RJX ^ B-NP B-NP
P ^ I-NP I-NP
GA75A7 R B-AP B-AP
Q , O O
NHWNR5 N B-NP B-NP
YT P O O
ID64CO1C6 N B-NP B-NP
PC58 $ O O
QP6 N O B-NP
U , O O
C5MEQQAI A B-NP B-NP
TZCN N I-NP I-NP

6WFPLMTWY3O N B-NP B-NP
HR G O O
S65SGT6H3 N B-NP B-NP
C , O O
HXUT6AZ84 N B-NP B-NP
KU P O O
081 ^ B-NP B-NP
W , O O
0D50HNA ^ B-NP B-NP
5D0CE78 V I-NP B-MV
P , O O
G1A99J1L0 N B-NP B-NP
VEK70I4 N I-NP I-NP
X , O O
BLWQ O B-NP B-NP
1ZY6 V B-MV B-MV
EDS04CZ N B-NP B-NP
Z3KW V O O
0P V B-MV B-MV
HHB3L7GBCWUMV A B-AP B-AP
CZ P O O
85HR N B-NP B-NP
OP P O O
DFTDC A B-NP B-NP
9V75039 A I-NP I-NP
7HKNLYLE N I-NP I-NP
T , O O

W0CJ V B-MV B-MV
QR , O O
SVMKGBW80V A B-NP B-NP
XUWIVWGK1P N I-NP I-NP
1YEKVHEBT ^ B-NP B-NP
8JVJ1 N I-NP I-NP
R0M6TUA N I-NP I-NP

9DHLKWVH1KUCBK N B-NP B-NP
JD , O O
0 O B-NP B-NP
8J & O O
L G B-NP O
R G O O
7P G B-NP O
ZV73 P O O
AEY4 A B-NP B-NP
9GH N I-NP I-NP
W90I5L V O B-MV
E , O O
60S $ O O
6E $ O O
VY $ O O
O , O O

VGU ^ O O
M , O O
DIF2 N B-NP B-NP
6C , O O
IXO9 N B-NP B-NP
6BYP R B-AP B-AP
RWL A I-AP I-AP
0 , O O
IKASY23 V B-MV B-MV
TM0EQ2B7762T N B-NP B-NP
A , O O
W2N5 V B-MV B-MV
I4HDU4QHNTO3 O B-NP B-NP
TZO30Q9 V B-MV B-MV
U3 P O O
Q3SX D B-NP B-NP
JK8H N I-NP I-NP
1 , O O

RO5KELBKT N B-NP B-NP
6ETO74XZT N I-NP I-NP
DZ G O O
R981 P O O
ST7C ^ B-NP B-NP
K8 ^ B-NP I-NP
PR N O O
UIN193PAD N B-NP B-NP
IKSH P O O
9X2IE D B-NP B-NP
FEKZW4PY N I-NP I-NP
7 , O O
PZK4 ^ B-NP B-NP
VFW3NY ^ B-NP I-NP
014BP A B-AP B-AP
NF P O O
MWU5U8G A B-NP B-NP
BW N B-NP I-NP
K44R R O O
944KBEI V B-MV B-MV
9IZYJP9 V B-NP B-MV
W4DL P O O
F9 ^ B-NP B-NP
MH N O O
V6Q4C A B-NP B-NP
BFV31D6F N I-NP I-NP
LX2WBGPI V B-MV B-MV

F6W G O O
XIXBHZG93 A B-NP B-NP
V04S N I-NP I-NP
6H G O O
7X6 G O B-NP
PVGMH P O O
EYCG A B-NP B-NP
DMM54 N I-NP I-NP
TS30O P O O
R $ O O
P7ZE N O O
2AOG4LI V B-NP B-MV
V7JQ9 N I-NP B-NP
CCRZC N I-NP I-NP
0ES91EK7O3UY7H R B-AP B-AP
FTVXLKTVW2M1 A I-AP I-AP
TTD & O O
PA952 V B-AP B-MV
8O D B-NP B-NP
2DNKZD N I-NP I-NP
O6K & O O
WJA8OXN4 N B-NP B-NP
AL ! B-AP B-AP
UBH ^ O O
W4RZ ^ B-NP B-NP
L4FW A B-AP B-AP
Z68 & O O
A4ANW2 A B-AP B-AP
2L93 R O O
J815Z3AENS V O B-MV
K3VQ1 N O B-NP
S , O O
F D O B-NP
63P7D0PBFGV9J0 ^ B-NP I-NP
U ^ B-NP B-NP
B1R ^ B-NP I-NP
RW7 & O O
JSE3OK N B-MV B-MV
WJ G O O

EKZCCKK66 A B-NP B-NP
IFOF4UPY N I-NP I-NP
LA P O O
30LDQEY4 N B-NP B-NP
QC , O O
LDZ41VZQWH R B-NP B-NP
BLQGMG472E3A3U A I-NP I-NP
IG1Z6IKX N I-NP I-NP
O5S2Y5 N I-NP I-NP
L , O O
4ENRN9G ^ B-NP B-NP
AQO $ O O
P , O O

LM7V V B-MV B-MV
GS P O O
519XAOYWSGI A B-NP B-NP
DV7VM5 N I-NP I-NP
K8 G O O
9OB ^ B-NP B-NP
V , O O
6A94X A B-NP B-NP
DA5XLU N I-NP I-NP
IUNU36 A I-NP I-NP
LXG5 N I-NP I-NP
Z , O O
56UIDY V B-MV B-MV
TWV P O O
TBV144DUTD ^ B-NP B-NP

G8UHX3C A B-NP B-NP
CCSUHUQ1 V B-MV B-MV
TV ~ O O
KJ924H30K V B-AP B-MV
7A0JEGI V B-MV B-MV
MYXJ V B-MV B-MV
GYSFZC N B-NP B-NP
XV9F P O O
XMVYR6SV87MP ^ B-NP B-NP
215 ^ O I-NP
2 , O O
XY47HXRW R O O
KAOUOC V B-MV B-MV
583W N O B-NP
UO3WMM N B-NP I-NP
F , O O
IE P O O
DQ ^ B-NP B-NP
YUUZI G I-NP I-NP
B1L G B-NP O
7 , O O
TLR3SW5 $ O O
ON P O O
SH0 ^ B-NP B-NP
RVE ^ O I-NP
UY G O O
I4 ^ B-NP B-NP
3OA9Y ^ I-NP I-NP
VZOZ4XOGH N I-NP I-NP
FOB2GC2Q8 V B-MV B-MV
OPTR V O O
I2G V B-MV B-MV
LAZX N B-NP B-NP
65 P O O
9RK5 V B-MV B-MV
LN P O O
GS3CI N B-NP B-NP
JT8Z R O O
0WJ2 V B-MV B-MV
MF O B-NP B-NP
EB P O O
FHPDDG V B-MV B-MV

TUVF N B-NP B-NP
9ON3W N I-NP I-NP
EI , O O
L6OAG V B-MV B-MV
423I R B-AP B-AP
G , O O
73B V O B-MV
356 V B-MV B-MV
YB9 D B-NP B-NP
X8W N I-NP I-NP
UQ P O O
KE87CR0 N B-NP B-NP
MIM7ONO R O O
86 P O O
L5J D B-NP B-NP
0D ^ I-NP I-NP
G9YHJ5H V B-MV I-NP
U6BS R O O
YI O B-NP B-NP
L3 V O O
XJYQRW0 V B-MV B-MV
02 P O O
VD V B-MV B-MV
6GJ T B-NP I-MV
Z , O O

K8UPLTNNX0COFK ^ B-NP B-NP
MP ^ O O
XV52L0 V B-AP B-MV
5J97 R B-AP B-AP
DY67HF A I-AP I-AP
X , O O
N6CQLY V B-MV B-MV
86NDYLX N B-NP B-NP
TL1LJYJ $ O O
4QICA A O O
XWHOFVX V B-NP B-MV
MF N I-NP B-NP
NZLFU P O O
BMJLLA $ O O
2 $ O O
ND46I N O O
AL4CNRD V B-NP B-MV
BR N I-NP B-NP
1LYL3 P O O
27HS8 ^ O B-NP
73VX V B-MV B-MV
ZGXR29O N B-NP B-NP

UR55 ! O B-NP
TDSPLFS4K4RE8F ^ B-NP I-NP
V , O O
YUGS1HR8YI N B-AP B-NP
2 , O O
SMJP N O B-NP
YB G O O
QH P O O
5WK2IF2H N B-NP B-NP
Z , O O
CSW84GM R B-NP O
GSTX7SJS A I-NP B-NP
QOA57S2 N I-NP I-NP
40II P O O
T7Q43TJP A B-NP B-NP
Q N I-NP I-NP
H5ADME1F A I-NP I-NP
N1HKL A I-NP I-NP
7GHS N I-NP I-NP
8 , O O
7L76CQA ^ B-NP B-NP
BEAM0 N I-NP I-NP
B $ O O
C & O O
F $ O O
U , O O
ID N B-NP B-NP
MHM V B-MV B-MV
JX3N V O O
NEQR7KGK V B-MV B-MV
81 P O O
AM ^ B-NP B-NP
JIO30 G I-NP I-NP
D6VW P O O
SLG7 O B-NP B-NP
VL V B-MV B-MV
0KR R O O
LDQCMHZQ7 A B-NP B-NP
WRUQGJE N I-NP I-NP
2 , O O
FF1ZWFC V B-MV B-MV
I1 P O O
W4OEWPUOC ^ B-NP B-NP
387 & O O
V45PRHF ^ B-NP B-NP
O , O O

B848Y N B-NP B-NP
J22GD91 N I-NP I-NP
G4 G O O
O65M0 ^ B-NP B-NP
W , O O
JHTN2BFSQ N B-AP B-NP
9 , O O
BLBUGBN N B-NP B-NP
GF P O O
T4JIF7JO N B-MV B-NP
BP P O O
1WL $ B-NP B-NP
003II N I-NP I-NP
6 , O O

DTID2WQ ^ B-NP B-NP
0ONP N I-NP I-NP
C , O O
GFZQ97EP V B-NP B-MV
39 G O O
LSBN N B-NP B-NP
0V G I-NP I-NP
4Z8 N I-NP I-NP
28HGE03R V I-NP B-MV
UJF0YB82U ^ B-NP B-NP
WWG5XAK V B-MV B-MV
GPN5 A B-AP B-AP
UBM & O O
MPOGE A B-AP B-AP

UD461 N B-NP B-NP
6UZOPRV N I-NP I-NP
JE G O O
T3LBC ^ B-NP B-NP
EPC7ZQ5 ^ I-NP I-NP
V81IRS ^ B-NP O
H ^ O O
WOS $ O O
EP D B-NP B-NP
OQU7P0 N I-NP I-NP
ZV6RZ N B-NP I-NP
X , O O
L ~ O O
X $ O O
GHV99 ^ B-NP O
7 , O O
D & O O
XE9R N B-NP B-NP
P , O O
JNM A B-NP B-NP
Q0AWI2A5 N B-NP I-NP
PEMMSX38 V B-MV B-MV
NMY66ZSJ7O A B-AP B-AP
4 , O O
0 , O O
KT4G V B-MV B-MV
QHG08U8 A B-NP B-NP
E6UEZI N I-NP I-NP
9 , O O
Q , O O
ZRWAW P B-NP O

ZSU0OCER N B-NP B-NP
OQCOZWTA5W N I-NP I-NP
6O G O O
KOIVCUQ V B-MV B-MV
48 N O O
CEVHQ N B-NP B-NP
HF P O O
EAE N B-NP B-NP
MJ P O O
SLPW63E V B-MV B-MV
FHA7U N B-NP B-NP
N49 & I-NP O
2MBSFH6 N I-NP B-NP
MN P O O
X59ZLL Z B-NP B-NP
E2YIC1M A B-NP I-NP
L8YY0V N I-NP I-NP
GDL2TA6E5 V B-MV B-MV
I7A2LZ N B-MV B-MV
ZF P O O
CLS $ O O

IS343 ^ B-NP B-NP
M69U N I-NP I-NP
AS , O O
ZO97DW N B-NP B-NP
P8 G O O
MF1 V O B-MV
1NKH R O O
GUTWJH V B-MV B-MV
R D B-NP B-NP
1AZ0RS N I-NP I-NP
TV P O O
LDYRH N B-NP B-NP
4KR & O O
WHB R O O
5B3FEOPUH V B-MV B-AP
Y , O O
WI0 & O O
LU7 V O B-MV
A6Z9B3F V B-MV B-MV
K1 P O O
D26VIT A B-NP B-NP
IRO5Z N I-NP I-NP
Y , O O
KMV V B-MV B-MV
4OWN $ O O

5VJX6BFQV N B-NP B-NP
SKBXKGX N I-NP I-NP
VI G O O
SU2YDK2I A B-AP B-NP
JME $ B-NP I-NP
ZJOIB N I-NP I-NP
HG D B-NP B-NP
TBAPV N I-NP I-NP
9XIJJSWD2 R O B-AP
XR P O O
CFHY A B-NP B-NP
NYQW1E N I-NP I-NP
WT6WAS0XO4 R B-AP O
WML G O O
LSKL37I V B-MV B-MV
FL0R6L N B-NP B-NP
GW9QFK N B-MV I-NP

Q51N A B-NP B-NP
SG4KU17G7 A I-NP I-NP
P74N8P N I-NP I-NP
7 , O O
1C7 A O B-NP
X3U N O I-NP
22 , O O
B5YM A B-NP B-NP
1EP N I-NP I-NP
9I N O O
6QI N B-NP B-NP
GD & O O
WMBC5WQ9 V B-MV B-MV

KVCN3PPI4C A B-NP B-NP
7OJ6K N I-NP I-NP
8EE7GA6 N I-NP I-NP
4K , O O
7E4EL V B-MV B-MV
3QG8N86HQ ^ B-NP B-NP
N , O O
KM8 P O O
W6P5 ^ B-NP B-NP
G , O O
ZIJ ^ B-NP B-NP
XF2X ^ B-AP I-NP
G , O O
JJDM9NN4 A B-NP B-NP
451LD N I-NP I-NP
W , O O
APQ7H5 N B-MV B-NP
L0MN $ O O
D , O O
7U2 V B-MV B-MV
RN5B T I-MV O
74JH ^ B-NP B-NP
Q7 P O O
UZ4A69 A B-AP B-NP

WQJ2Q N B-NP B-NP
QHFV6CZ92I2RM8 N I-NP I-NP
S4 G O O
7V96MK G B-NP B-NP
VB0LG G I-NP I-NP
AU1JK6T ^ I-NP B-NP
2U0R N I-NP I-NP
7 , O O
QEMLB P B-MV O
F6 P O O
1GY3T N B-NP B-NP
49 $ O O
ZSB45L A B-NP B-NP
EPCZGUM7 N I-NP I-NP
M , O O
B $ O B-NP
H7BFD5R A B-NP I-NP
Q9F5PUSQKZJFS N I-NP I-NP
2 , O O

YXCTFM5VA ^ B-NP B-NP
HIC5 N I-NP I-NP
9 , O O
3 , O O
B044SKFP A B-AP B-AP
2G , O O
6TPLYT N B-NP B-NP
XVL $ O O
Q , O O
ZXUT9I N B-NP B-NP
K , O O
I29FJ V B-NP B-NP
VZ ! B-AP B-AP
P , O O
MTO V B-MV B-MV
X0GCCY N B-NP B-NP
K , O O
2R5 N B-NP B-NP
K , O O
12UKXWK V B-MV B-MV
WAGVCROH8 N B-NP B-NP
FY & O O
J5 & B-NP O
Z4ZQ $ O O
3D & O O
U0TP R O O
FFVX ^ O O
M , O O
6FPR6 N B-NP B-NP
HN P O O
OHMT ^ O O

1JAPT ^ B-NP B-NP
4UDZ N I-NP I-NP
56 , O O
W1MSVOM V B-NP B-NP
JO G O O
2JH R O O
M4O V B-MV B-MV
CMJEC5K V B-NP B-NP
A1H2 N I-NP I-NP
SH P O O
JC10X N B-NP B-NP
C , O O
PI2 N B-NP B-NP
I94Y V O B-MV
3NE V B-MV B-MV
5 D B-NP B-NP
B4APGV N I-NP I-NP
60 P O O
UJT V B-MV B-MV
APQ O B-NP B-NP
YK P O O
0AJ3 V B-MV B-MV
FSOH N B-NP B-NP
C , O O
VIXWLCE V B-MV B-MV
78 P O O
JO V B-MV B-MV
1Z R O O

7ARZJ N B-NP B-NP
O3AM8D7XZ8 N I-NP I-NP
V , O O
6XWHB1L A B-AP B-AP
G0 , O O
X7F11 A B-NP B-NP
BIHEF N I-NP I-NP
08S31 N I-NP I-NP
K8 , O O
ISS A B-NP B-NP
BBL2I N I-NP I-NP
U5Q3U N I-NP I-NP
4X , O O
J8Y4V4P782 ^ B-NP B-NP
488CI N I-NP I-NP
F , O O

F7OAXIUH4 V B-NP B-NP
VUQNPZB1 N I-NP I-NP
3CKLTN N I-NP I-NP
JO G O O
DF P O O
SH8EP V B-MV B-MV
CA P O O
JWHG7Z5 N B-NP B-NP
XKKNQ258EY N I-NP I-NP
4O8JSSJ1KHE7 N I-NP I-NP

YT909344 N B-NP B-NP
KYRBEFB9 A I-NP I-NP
86OUWJ9 N I-NP I-NP
R1 G O O
VVZHS9 N B-NP B-NP
ADE P O O
YP7C4UO N B-NP B-NP
E3PHFIE7 A B-NP B-AP
8C , I-NP O
U , O O
3JXT N B-MV B-NP
IK P O O
FH ^ B-NP B-NP
EHL1B ^ I-NP I-NP
T4HDB0CU N B-NP I-NP
N11U N I-NP I-NP
D , O O
P D O O

LMVBFWI3M N B-NP B-NP
13XXW11P9 N I-NP I-NP
CW G O O
IR6K P O O
6ATASX2 G B-NP B-NP
S , O O
GM0WN4GVY A B-NP B-NP
LR0VJ N I-NP I-NP
EM N B-NP I-NP
MIRWJVCUH ~ I-NP I-NP
F , O O
BN D B-NP B-NP
W74 N I-NP I-NP
S2OB V O B-MV
KQ V B-MV O
WBCJ9 R B-AP O
PV6I D B-NP O
MT N I-NP O
R , O O
DNL V B-MV O
3JXWYQ V B-MV B-MV
8B P O O
JY ^ B-NP B-NP
6 , O O
9ZLZXX G B-NP B-NP
LW P O O
LWLGOKD G B-NP B-NP
7TKGJK9PA G I-NP I-NP
YL N B-NP B-NP
W , O O
85 N B-NP B-NP
348LM8E V B-MV B-MV
UJ6E A B-AP B-AP
8 , O O
YY71N3A V B-NP B-MV
5HLCKK4 V B-MV B-MV
C , O O
JH3KLX V B-MV B-MV
DZLG5O8 R B-NP O
2G P O O
QPTSPBXJS V B-NP B-MV
X , O O
81XFO V B-MV B-MV
IUYYFD A B-NP B-NP
WU9BY3W N I-NP I-NP
4B6MTZ N I-NP I-NP
W , O O
FVHGQY6 R O O
LI3 ^ O B-NP
SF ^ O I-NP
N , O O
4S ^ B-NP B-NP
N , O O
7SW G O B-NP
0FSBG7A V B-MV B-MV
QWS7 O B-NP B-NP
WP V I-NP O
SR N B-NP B-NP
F63VZJ3MB A B-AP B-AP
W2 P O O
E7QXAS V B-MV B-MV
N , O O
O4B V B-MV B-MV
BU45HG2L V B-MV B-MV
MUGR N B-NP B-NP
SIOU1L P O O
UP6 & O O
OB R B-NP B-NP
1ZSKH51P V I-NP I-NP
7M P O O
0SA3G A B-AP B-NP
6U $ O I-NP
QA6Z N O I-NP
6PM8 P B-NP O
H3G O B-NP B-NP
731 V B-MV B-MV
KZ1I3 R B-NP B-NP
G , O O
KHI3B5 V B-MV B-MV
7EEXT P O O
5AK9MY A B-NP B-NP
MLPPMK9 N I-NP I-NP
ZZQFYF N I-NP I-NP
WMLH P O O
HTCX N O B-NP
YRZ3 N B-NP I-NP
CLIPQ G O O
OR G O O
CH3 V B-MV B-MV
JDC7B5 V B-MV B-NP
WW N B-NP I-NP
052DPSDM15Y N I-NP I-NP
T , O O
AE P O O
J1COJH V B-MV B-MV
GMASSM N B-NP B-NP
O , O O
1O ^ B-NP B-NP
K3TZM6MR V B-MV B-MV
XCI1 D B-NP B-NP
M5 N I-NP I-NP
4 , O O
HBGBT8 N B-MV B-NP
9JVYWN5O N B-NP I-NP
Z , O O
I , O O
XEFG3L4R A O B-NP
QO P O O
SWDZR V B-MV B-MV
1V40K R O O
C6 P O O
7180KK5S N B-NP B-NP
HDQAPVPOL4UDQ V B-MV B-MV

M8H2U68OD Z B-NP B-NP
QVABRGNMP N I-NP I-NP
RL4 D O B-AP
7O3U A B-AP I-AP
4J , O O
0MY4 N B-NP B-NP
VPS6RJI R O B-AP
JB5B P B-AP O
2 D B-AP B-NP
5QY N I-AP I-NP
N , O O
G8NVR A B-AP B-AP
1 , O O
WTFO5VQN A B-AP B-AP
6 , O O
Q9TI A B-NP B-NP
F6362SF3 N I-NP I-NP
S , O O
VTWW A B-NP B-NP
3HG6N N I-NP I-NP

PVQEH30 A B-NP B-NP
EWNH721L V B-MV B-MV
1N , O O
BKYE V B-MV B-MV
VI7 & O O
JR7O V B-MV B-NP
DH V B-MV B-MV
OAFDC A B-AP B-AP
8 , O O
YO9987EFJ N B-NP B-NP
MU P O O
ZVG G B-NP B-NP
RACQCNFD V B-MV B-MV
BZ P O O
8 O B-NP B-NP
AL V B-MV B-MV
B7T R O O
PCP0 V B-MV B-MV
IS O B-NP B-NP
8J V B-MV B-MV
E4WP5LBWSJ7 A B-AP B-AP
O , O O
NG2G V B-MV O
6KX V B-MV B-MV
7LI7CJ P O O
8C O B-NP B-NP
N3LF V B-MV B-MV
S , O O
Q7KH V B-MV B-MV
X , O O
YCI5L1O5 N B-NP B-NP
VM4Q R B-AP B-AP
2YVM A I-AP I-AP
FCX & O O
665H2KBTZ N B-NP B-NP
Z6619XYP V B-MV B-MV
H , O O
8F N B-NP B-NP
4XYE N B-AP I-NP
2 , O O
GBUHY V B-MV B-MV
XX5H V B-AP B-MV
CD1 T I-AP O
P , O O
NQGIB N B-NP B-NP
ZBC3G V B-MV B-MV
Y1B9 D B-NP B-NP
0X6X7 A I-NP I-NP
ZGTRS N I-NP I-NP
7G1 & O O
EM75IC N B-NP B-NP
02CV D B-NP B-NP
W4JI3OG V I-NP I-NP
UIMTOA N I-NP I-NP
8 , O O
D9XT3KOVL8G A B-NP B-NP
LZ2CK $ O O
Z , O O
CPOKH95W9 V B-MV B-MV
01KT P O O
TBQ , B-NP B-NP
Z27 & O O
HJWMTOKZ A B-NP B-NP
JNDZ3D N I-NP I-NP
GP P O O
EIQ91CFNZ N B-NP B-NP
9FXCZ V B-MV B-MV
A , O O
N , O O
B , O O
8L84NJNJWQ N B-NP B-NP
DHX & O O
8C N O B-NP
1OD3EKCXS P B-NP O
P7 $ O O
P , O O
5VN G B-NP B-NP
76 P O O
73XSII V B-MV B-MV
ITQ09 P O O
1U2 D B-NP B-NP
FMIS N I-NP I-NP
A6J8G P O O
Q D B-NP B-NP
IKG31N N I-NP I-NP
J3 P O O
WQQE N B-NP B-NP
YJ P O O
4XKY G B-NP B-NP

6DVH V B-MV B-MV
VO P O O
I8G33EEH4F ^ B-NP B-NP
Y5NXP7 N I-NP I-NP
0T G O O
YAVD0 G B-NP B-NP
D3XL36LF $ O O
LVCDQJ $ O O
7AQOXGDL $ O O
9EF $ O O
FX $ O O
O3H4M G O B-NP
EZH0X3E G O I-NP
AW45HFCB G O I-NP
YU G O I-NP
95XUAB G O I-NP
8 & O O
DH6 G O B-NP
LXI ^ O I-NP
BC1 ^ O I-NP
8 , O O
RVFBV1O7 N B-NP B-NP
FMLG9W31P N I-NP I-NP
WG6SPN N I-NP I-NP
D , O O
JT8XYD ^ B-NP B-NP
M , O I-NP
3BLL31GV G O I-NP
C43 G O B-NP
6X4ENHDO N B-NP I-NP
O , O O
8IIE6 A B-AP B-AP
5GK & O O
CHSP7 V B-AP B-MV
L , O O
VCF2CY N B-AP B-NP
FM P O O
C8FX R B-NP B-NP
J9R52YN A B-AP I-NP
4 N O I-NP
6WR0 A B-NP B-NP
ZLU0 N I-NP I-NP
